ID CAE,OK DE GF,Matricula Antigua,Contrato,Acta de Entrega,Acta Devolución,BAJA,Ficha Técnica,Permiso de Circulación,IVTM,Compañía/Proveedor,Cod.Tipo Contrato,Tipo Contrato,Situación Contrato,f Vig Inicio,F.Vig.Final,Tiempo Prop,Año,Cod.Sit.Contrato,Combustible,Marca,Modelo/Versión,Cod.Sociedad,Sociedad,Ceco.Imput,Columna1,Localidad,Provincia,Com. Aut.,Dirección,Huso,Coord.,Referencia Catastral,Descripción de la actuación,Matricula nueva,Marca2,Modelo/Versión3,Combustible4,Ceco,Renov. Flota,Fecha Alta,Columna3,Cod.Sociedad5,Pedido,Sociedad6,Ceco imputado,Factura,Comunidad Autonoma2,CHASIS/Bastidor,CVA,F,CVN,L,Ahorro estimado,Columna2,CALCULO GF,Vacias
CAE500091,CAE500091,3569LKS,X,X,X,,X,X,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44189,2024-12-24,1461,2024,6,DIESEL,VOLKSWAGEN,CADDY 4*4 2.0 TDI 122 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",355490,10,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8616MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,205351,2024,2024-11-29,0,1505,4500426787,CGAC,,X,CATALUÑA,VF1RFK00273824803,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500092,CAE500092,5443LLD,X,X,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44176,2024-12-11,1461,2024,7,DIESEL,VOLKSWAGEN,CADDY 4*4 2.0 TDI 122 CV KOMBI,1001,AGUAS DE VALENCIA SA,10019060,15,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,6089MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,101702,2024,2024-11-29,0,1001,4500424812,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYA7RT152181,5.6,10,16.4,15815,6262.740000000001,N1,6795.3454,CORRECTO ALQUILER
CAE500093,CAE500093,5493LLD,X,X,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44176,2024-12-11,1461,2024,7,DIESEL,VOLKSWAGEN,CADDY 4*4 2.0 TDI 122 CV KOMBI,1203,"E.Mixta Metropolitana, SA",101224,2,Valencia,Valencia,Comunidad Valenciana,Pedrapiquers 4,UTM 30 ETRS89,723006.99  4370803.79,3110819YJ2730G0001DW,Sustitución de vehículo de combustión por eléctrico,6245MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,101243,2024,2024-11-29,0,1203,4500424806,"E.Mixta Metropolitana, SA",,X,COMUNIDAD VALENCIANA,VR7CBZYA5RT153040,5.6,10,16.4,15815,6262.740000000001,N1,6795.3454,CORRECTO ALQUILER
CAE500094,,0841KWW,,,,,,,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,43619,2024-07-03,1857,1905-07-16,6,DIESEL,OPEL,ASTRA 1.6 CDTI 110 CV,1400,EGEVASA,358530,3,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500095,CAE500095,3128GKL,,,,X,X,X,,PROPIEDAD,5,PROPIEDAD,CANCELADO,2009-01-14,2024-10-09,5747,2024,4,DIESEL,RENAULT,CAMION CISTERNA 18 TN,1053,"IMPL.SISTEMAS DE GESTION, S.L.",357710,6,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,8249MXG,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,355528,2024,2024-12-20,0,1053,4500426783,ISG,,X,COMUNIDAD VALENCIANA,VF1RFK00273934279,35,10,17.3,53508,178021.116,N3,123854.9676,CORRECTO PROPIEDAD
CAE500096,,4058LHB,,,,,,,,AYVENS,1,RENTING,DEVUELTO,44029,2024-07-17,1461,1905-07-16,7,DIESEL,VOLKSWAGEN,T ROC 1.6 TDI 115 CV,8132,GLOBAL OMNIUM IDRICA SL,DEFINIR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500097,CAE500097,9165FXM,,,,X,X,X,,PROPIEDAD,5,PROPIEDAD,CANCELADO,2007-11-21,2024-02-19,5934,2024,4,DIESEL,VOLVO,CAMION CISTERNA 26 TN,1053,"IMPL.SISTEMAS DE GESTION, S.L.",357710,7,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,6125MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,357710,2024,2024-11-29,0,1053,4500424814,ISG,,X,COMUNIDAD VALENCIANA,VR7CBZYA4RT153045,35,10,16.4,53508,178502.68800000002,N3,123854.9676,CORRECTO PROPIEDAD
CAE500098,CAE500098,V6288GB,,,,X,X,X,,PROPIEDAD,5,PROPIEDAD,CANCELADO,1998-05-11,2023-02-15,9046,2023,4,DIESEL,MITSUBISHI,CAMION CISTERNA 3.5 TN,1053,"IMPL.SISTEMAS DE GESTION, S.L.",357711,8,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,6124MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,355703,2024,2024-11-29,1,1053,4500424819,ISG,,X,COMUNIDAD VALENCIANA,VR7CBZYA3RT154445,35,10,16.4,53508,178502.68800000002,N3,5607.998999999999,CORRECTO PROPIEDAD
CAE500099,CAE500099,C0296BMW,,,,X,,,,PROPIEDAD,5,PROPIEDAD,CANCELADO,2003-12-01,2024-11-29,7669,2024,4,GASOLINA,PEUGEOT,CICLOMOTOR TREKKER 50,1490,EMPRESA MIXTA CALPE,208754,1,Calpe,Alicante,Comunidad Valenciana,Diputación 6,UTM 31 ETRS89,242291.31  4281546.37,4619101YH6841N0018BI,Sustitución de vehículo de combustión por eléctrico,7151MXV,RENAULT,KANGOO VAN E-TECH,ELECTRICO,908755,2025,2025-01-17,1,1490,4500426844,EMPRESA MIXTA CALPE,,X,COMUNIDAD VALENCIANA,VF1RFK00073824864,2.9,9.19,17.3,2831,264.7268099999999,L3e,617.4694099999999,FALSO PROPIEDAD
CAE500100,CAE500100,5244MGJ,X,,X,,x,x,,AYVENS,3,ALQUILER,DEVUELTO,2023-10-03,2023-11-29,57,2023,7,DIESEL,OPEL,CORSA 1.5 D 100 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",355589,11,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,1256MJM,PEUGEOT,E-EXPERT PRO 100 KW,ELECTRICO,725441,2023,2023-07-26,0,1505,4500370371,CGAC,,X,CATALUÑA,VF3V1ZKXZPZ010849,5.1,10,28.2,13073,2980.6440000000002,M1,6795.3454,CORRECTO ALQUILER
CAE500101,CAE500101,6742MGH,X,,X,,x,x,,AYVENS,3,ALQUILER,DEVUELTO,2023-10-05,2023-11-29,55,2023,7,DIESEL,OPEL,CORSA 1.5 D 100 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",355589,12,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,1261MJM,PEUGEOT,E-EXPERT PRO 100 KW,ELECTRICO,725455,2023,2023-07-26,0,1505,4500370221,CGAC,,X,CATALUÑA,VF3V1ZKXZPZ005194,5.1,10,28.2,13073,2980.6440000000002,M1,6795.3454,CORRECTO ALQUILER
CAE500102,,6006KNB,,,,,,,,ARVAL SERV,1,RENTING,DEVUELTO,43326,2024-08-14,2192,1905-07-16,7,DIESEL,AUDI,Q5 2.0 TDI 180 CV QUATTR0 S,8009,VALORIA 2015 SLU,DEFINIR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500103,CAE500103,5188MGJ,X,,X,,x,x,,AYVENS,3,ALQUILER,DEVUELTO,2023-10-04,2023-11-20,47,2023,7,DIESEL,OPEL,CORSA 1.5 D 100 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",355589,13,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8654MCZ,RENAULT,KANGOO VAN E-TECH,ELECTRICO,725565,2023,2022-12-27,0,1505,4500348266,CGAC,,X,CATALUÑA,VF1RFK00670026502,5.1,10,17.3,13073,4405.601000000001,M1,6795.3454,CORRECTO ALQUILER
CAE500104,CAE500104,5249MGJ,X,,X,,x,x,,AYVENS,3,ALQUILER,DEVUELTO,2023-10-03,2024-03-31,180,2024,7,DIESEL,OPEL,CORSA 1.5 D 100 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",355589,14,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8328MCZ,RENAULT,KANGOO VAN E-TECH,ELECTRICO,725586,2023,2022-12-27,-1,1505,4500348764,CGAC,,X,CATALUÑA,VF1RFK00169330329,5.1,10,17.3,13073,4405.601000000001,M1,6795.3454,CORRECTO ALQUILER
CAE500105,CAE500105,1918LMY,X,X,X,,x,x,,AYVENS,3,ALQUILER,DEVUELTO,2024-02-01,2024-03-07,35,2024,7,DIESEL,OPEL,CORSA 1.5 D100 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",725496,15,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,2043MJP,RENAULT,KANGOO VAN E-TECH,ELECTRICO,725472,2023,2023-07-28,-1,1505,4500352342,CGAC,,X,CATALUÑA,VF1RFK00670693201,5.1,10,17.3,13073,4405.601000000001,M1,6795.3454,CORRECTO ALQUILER
CAE500106,CAE500106,2258JPC,X,X,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,42527,2024-01-25,2789,2024,7,DIESEL,OPEL,COMBO 1.3 CDTI 90 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",205335,16,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,2062MJP,RENAULT,KANGOO VAN E-TECH,ELECTRICO,725441,2023,2023-07-28,-1,1505,4500370369,CGAC,,X,CATALUÑA,VF1RFK00370927200,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500107,CAE500107,0290JLY,X,X,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,42445,2023-03-16,2556,2023,7,DIESEL,OPEL,COMBO 1.3 CDTI 90 CV,1400,EGEVASA,208405,4,Valencia,Valencia,Comunidad Valenciana,"Gran Vía Marqués del Turia, 17-1º-4",UTM 30 ETRS89,726013.62  4371779.06,6019216YJ2761G0003PP,Sustitución de vehículo de combustión por eléctrico,3191MXJ,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,208356,2024,2024-12-23,1,1400,4500426875,EGEVASA,,X,COMUNIDAD VALENCIANA,VF1RFK00973824863,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500108,CAE500108,9094KRJ,X,X,X,,x,x,,AYVENS,1,RENTING,DEVUELTO,43415,2024-03-05,1941,2024,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",205324,17,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8623MCZ,RENAULT,KANGOO VAN E-TECH,ELECTRICO,725565,2023,2022-12-27,-1,1505,4500348261,CGAC,,X,CATALUÑA,VF1RFK00870026503,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500109,CAE500109,6586KPD,X,X,X,,x,x,,AYVENS,1,RENTING,DEVUELTO,43355,2023-09-12,1826,2023,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",725468,18,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8868KDN,RENAULT,ZOE 40,ELECTRICO,725586,2023,2023-02-01,0,1505,4500352582,CGAC,,X,CATALUÑA,VF1AGVYC058921527,5.6,10,13.3,15815,6753.005000000001,N1,5607.998999999999,CORRECTO ALQUILER
CAE500110,CAE500110,7960KHZ,X,X,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,43172,2023-03-13,1826,2023,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1200,EMIVASA,12009060,6,Valencia,Valencia,Comunidad Valenciana,Pedrapiquers 4,UTM 30 ETRS89,723006.99  4370803.79,3110819YJ2730G0001DW,Sustitución de vehículo de combustión por eléctrico,0210MWZ,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,100011,2024,2024-12-11,1,1200,4500424902,EMIVASA,,X,COMUNIDAD VALENCIANA,VR7CBZYA5RT153037,5.1,10,16.4,13073,4523.258000000001,M1,6795.3454,CORRECTO ALQUILER
CAE500111,CAE500111,8288KJX,X,X,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,43213,2023-04-23,1826,2023,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1066,CANALIZ. CIVILES S.A.,356018,6,Valencia,Valencia,Comunidad Valenciana,Llanterners 3,UTM 30 ETRS89,723014.22  4371274.90,3114104YJ2731C0001SY,Sustitución de vehículo de combustión por eléctrico,6033MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,10669100,2024,2024-11-29,1,1066,4500424801,CANALIZ. CIVILES S.A.,,X,COMUNIDAD VALENCIANA,VR7CBZYAXRT152210,5.1,10,16.4,13073,4523.258000000001,M1,6795.3454,CORRECTO ALQUILER
CAE500112,CAE500112,0426KHR,X,,X,,x,x,,AYVENS,1,RENTING,DEVUELTO,43160,2023-03-01,1826,2023,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1001,AGUAS DE VALENCIA SA,10019060,16,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,2704MXG,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,200599,2024,2024-12-19,1,1001,4500426846,AVSA,,X,COMUNIDAD VALENCIANA,VF1RFK00073934278,5.1,10,17.3,13073,4405.601000000001,M1,6795.3454,CORRECTO ALQUILER
CAE500113,CAE500113,2825KMP,X,X,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,43312,2024-02-01,2011,2024,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1066,CANALIZ. CIVILES S.A.,356001,7,Valencia,Valencia,Comunidad Valenciana,Llanterners 3,UTM 30 ETRS89,723014.22  4371274.90,3114104YJ2731C0001SY,Sustitución de vehículo de combustión por eléctrico,8637MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,356006,2024,2024-11-29,0,1066,4500426776,CANALIZ. CIVILES S.A.,,X,COMUNIDAD VALENCIANA,VF1RFK00973824815,5.1,10,17.3,13073,4405.601000000001,M1,6795.3454,CORRECTO ALQUILER
CAE500114,CAE500114,2179KNN,X,X,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,43343,2023-03-31,1673,2023,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1004,G.O.MEDIOAMBIENTE S.L.,350469,5,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 17,UTM 30 ETRS89,726013.62  4371779.06,6019216YJ2761G0001II,Sustitución de vehículo de combustión por eléctrico,5566KSD,RENAULT,ZOE 40,ELECTRICO,724359,2023,2023-12-22,0,1004,4500389256,G.O.MEDIOAMBIENTE S.L.,,X,COMUNIDAD VALENCIANA,VF1AG000861226255,5.1,10,13.3,13073,4928.521,M1,6795.3454,CORRECTO ALQUILER
CAE500115,CAE500115,8170LCK,X,,X,,X,X,,TLM,3,ALQUILER,DEVUELTO,2023-03-17,2024-01-16,305,2024,7,DIESEL,PEUGEOT,EXPERT 1.5 HDI 102 CV,1066,CANALIZ. CIVILES S.A.,306050,8,Valencia,Valencia,Comunidad Valenciana,Llanterners 3,UTM 30 ETRS89,723014.22  4371274.90,3114104YJ2731C0001SY,Sustitución de vehículo de combustión por eléctrico,8636MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,10669109,2024,2024-11-29,0,1066,4500426780,CANALIZ. CIVILES S.A.,,X,COMUNIDAD VALENCIANA,VF1RFK00073824816,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500116,CAE500116,3310MDB,X,X,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2024-02-01,2024-06-25,145,2024,7,DIESEL,RENAULT,EXPRESS 1.5 DCI 95 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",725496,19,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,6445MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,205567,2024,2024-11-29,0,1505,4500424838,CGAC,,X,CATALUÑA,VR7CBZYAXRT153017,5.6,10,16.4,15815,6262.740000000001,N1,5607.998999999999,CORRECTO ALQUILER
CAE500117,CAE500117,1722MGL,X,X,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2024-02-01,2024-05-21,110,2024,7,DIESEL,RENAULT,EXPRESS 1.5 DCI 95 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",725496,20,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,5020MWL,NISSAN,TOWNSTAR,ELECTRICO,205337,2024,2024-11-20,0,1505,4500423385,CGAC,,X,CATALUÑA,VNVNFK00571491969,5.6,10,20,15815,5693.4,N1,5607.998999999999,CORRECTO ALQUILER
CAE500118,,E6404BGM,,,,,,,,PROPIEDAD,5,PROPIEDAD,CANCELADO,42415,2024-10-14,3164,1905-07-16,4,DIESEL,DAVID,DISTRIBUIDOR ESTIERCOL,1400,EGEVASA,358527,5,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO PROPIEDAD
CAE500119,CAE500119,8677MGK,X,X,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2024-02-01,2024-07-31,181,2024,7,DIESEL,RENAULT,EXPRESS 1.5 DCI 95 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",725400,21,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,6847MWL,NISSAN,TOWNSTAR,ELECTRICO,205337,2024,2024-11-20,0,1505,4500423384,CGAC,,X,CATALUÑA,VNVNFK00171491399,5.6,10,20,15815,5693.4,N1,5607.998999999999,CORRECTO ALQUILER
CAE500120,CAE500120,2502LZC,X,,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2024-02-02,2024-03-21,48,2024,7,DIESEL,RENAULT,EXPRESS 1.5 DCI 95 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",205337,22,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8539MDK,RENAULT,KANGOO VAN E-TECH,ELECTRICO,725465,2023,2023-01-19,-1,1505,4500351523,CGAC,,X,CATALUÑA,VF1RFK00170026505,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500121,CAE500121,2842LYK,X,,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2024-02-02,2024-03-21,48,2024,7,DIESEL,RENAULT,EXPRESS 1.5 DCI 95 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",205337,23,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8533MDK,RENAULT,KANGOO VAN E-TECH,ELECTRICO,725465,2023,2023-01-19,-1,1505,4500351522,CGAC,,X,CATALUÑA,VF1RFK00370026442,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500122,CAE500122,3264MDB,X,X,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2024-02-01,2024-05-13,102,2024,7,DIESEL,RENAULT,EXPRESS 1.5 DCI 95 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",725496,24,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,4073MXK,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,205584,2024,2024-12-26,0,1505,4500426777,CGAC,,X,CATALUÑA,VF1RFK00073824878,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500123,CAE500123,9778KJG,X,,X,,x,x,,AYVENS,1,RENTING,DEVUELTO,43182,2023-03-23,1826,2023,7,GLP,OPEL,CROSSLAND X 1.2 80 CV GLP,1200,EMIVASA,200020,7,Valencia,Valencia,Comunidad Valenciana,Pedrapiquers 4,UTM 30 ETRS89,723006.99  4370803.79,3110819YJ2730G0001DW,Sustitución de vehículo de combustión por eléctrico,0213MWZ,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,12009060,2024,2024-12-11,1,1200,4500424867,EMIVASA,,X,COMUNIDAD VALENCIANA,VR7CBZYA6RT153032,5.1,7.16,16.4,13073,2629.76468,M1,3694.6912599999996,CORRECTO ALQUILER
CAE500124,,9471LKC,,,,,,,,AYVENS,1,RENTING,DEVUELTO,44133,2024-10-29,1461,1905-07-16,7,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1400,EGEVASA,208413,6,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500125,CAE500125,0842KVR,X,X,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,43560,2023-04-05,1461,2023,7,GLP,OPEL,CROSSLAND X 1.2 80 CV GLP,1200,EMIVASA,12009082,8,Valencia,Valencia,Comunidad Valenciana,Pedrapiquers 4,UTM 30 ETRS89,723006.99  4370803.79,3110819YJ2730G0001DW,Sustitución de vehículo de combustión por eléctrico,0224MWZ,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200020,2024,2024-12-11,1,1200,4500424886,EMIVASA,,X,COMUNIDAD VALENCIANA,VR7CBZYA2RT153027,5.1,7.16,16.4,13073,2629.76468,M1,3694.6912599999996,CORRECTO ALQUILER
CAE500126,CAE500126,2316KZH,X,X,,X,X,X,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,43685,2024-08-08,1827,2024,6,DIESEL,OPEL,CROSSLAND X 1.5 CDTI 102 CV,1591,EMP.MUN.SERVEIS PUBLICS,201591,1,Tortosa,Tarragona,Cataluña,Plaça d'Espanya 1,UTM 31 ETRS89,290930.83  4520735.40,1009701BF9210G0001RE,Sustitución de vehículo de combustión por eléctrico,1428KDP,RENAULT,ZOE 40,ELECTRICO,201591,2023,2023-02-01,-1,1591,4500349877,EMP.MUN.SERVEIS PUBLICS,,,CATALUÑA,VF1AGVYC059144786,5.1,10,13.3,13073,4928.521,M1,6795.3454,FALSO ALQUILER
CAE500127,CAE500127,6909MPH,X,X,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2024-06-04,2024-08-12,69,2024,7,DIESEL,RENAULT,EXPRESS 1.5 DCI 95 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",725498,25,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8597MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,205571,2024,2024-11-29,0,1505,4500426784,CGAC,,X,CATALUÑA,VF1RFK00973824801,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500128,CAE500128,6937MPH,X,X,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2024-06-04,2024-08-12,69,2024,7,DIESEL,RENAULT,EXPRESS 1.5 DCI 95 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",725498,26,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8601MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,205335,2024,2024-11-29,0,1505,4500426757,CGAC,,X,CATALUÑA,VF1RFK00073824783,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500129,CAE500129,7017MPH,X,X,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2024-06-04,2024-08-12,69,2024,7,DIESEL,RENAULT,EXPRESS 1.5 DCI 95 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",725498,27,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8603MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,205335,2024,2024-11-29,0,1505,4500426788,CGAC,,X,CATALUÑA,VF1RFK00673824805,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500130,CAE500130,6901MPH,X,X,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2024-06-04,2024-12-30,209,2024,7,DIESEL,RENAULT,EXPRESS 1.5 DCI 95 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",725498,28,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8617MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,205327,2024,2024-11-29,0,1505,4500426773,CGAC,,X,CATALUÑA,VF1RFK00573824794,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
